Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40.0,No,Travel_Rarely,Sales,10.0,Bachelor,Technical Degree,Medium,Female,Medium,Officer,Sales Executive,Medium,Divorced,6852,11591,7,No,12,Excellent,Medium,1,7,2,Best,5,1,1,3
31.0,No,Travel_Frequently,Research & Development,24.0,Below College,Technical Degree,Very High,Female,High,Officer,Manufacturing Director,Very High,Single,5238,6670,2,No,20,Outstanding,Very High,0,9,3,Good,5,4,1,4
41.0,Yes,Travel_Frequently,Sales,4.0,Bachelor,Marketing,Low,Male,High,Officer,Sales Executive,Medium,Single,9355,9558,1,No,18,Excellent,High,0,8,5,Better,8,7,7,7
37.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Life Sciences,High,Female,High,Staff,Laboratory Technician,Very High,Married,2659,17759,1,Yes,13,Excellent,High,1,3,2,Better,3,2,0,2
32.0,No,Non-Travel,Sales,2.0,Below College,Life Sciences,High,Female,High,Staff,Sales Representative,Low,Divorced,2827,14947,1,No,12,Excellent,High,3,1,3,Better,1,0,0,0
38.0,No,Non-Travel,Human Resources,2.0,Bachelor,Human Resources,Low,Male,High,Staff,Human Resources,Medium,Divorced,2592,7129,5,No,13,Excellent,Very High,3,13,3,Better,11,10,3,8
22.0,No,Travel_Rarely,Research & Development,11.0,Bachelor,Medical,Low,Female,High,Staff,Research Scientist,Medium,Married,2244,24440,1,No,13,Excellent,Very High,1,2,1,Better,2,1,1,2
22.0,No,Travel_Rarely,Research & Development,8.0,Below College,Life Sciences,Medium,Male,Low,Staff,Laboratory Technician,Low,Married,2451,6881,1,No,15,Excellent,Low,1,4,3,Good,4,3,1,1
27.0,No,Travel_Rarely,Research & Development,16.0,Master,Technical Degree,High,Female,High,Staff,Laboratory Technician,Medium,Married,2811,12086,9,No,14,Excellent,Medium,1,4,2,Better,2,2,2,2
38.0,No,Travel_Rarely,Sales,2.0,Master,Marketing,Medium,Female,Low,Officer,Sales Representative,Very High,Married,5405,4244,2,Yes,20,Outstanding,Low,2,20,4,Good,4,2,0,3
29.0,No,Travel_Rarely,Research & Development,19.0,Bachelor,Technical Degree,Very High,Male,High,Officer,Manufacturing Director,Very High,Divorced,4262,22645,4,No,12,Excellent,Medium,2,8,2,Best,3,2,1,2
37.0,Yes,Travel_Rarely,Research & Development,2.0,Master,Life Sciences,Low,Male,High,Staff,Laboratory Technician,High,Single,3485,14935,2,No,11,Excellent,High,0,5,5,Bad,0,0,0,0
31.0,No,Travel_Rarely,Research & Development,8.0,Master,Life Sciences,High,Female,High,Officer,Manufacturing Director,Very High,Single,4424,20682,1,No,23,Outstanding,Very High,0,11,2,Better,11,7,1,8
55.0,No,Non-Travel,Research & Development,8.0,Below College,Medical,Very High,Male,Medium,Manager,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,15,Excellent,Very High,1,34,3,Better,33,9,15,0
59.0,No,Travel_Rarely,Human Resources,6.0,College,Medical,Medium,Male,High,Staff,Human Resources,High,Married,2267,25657,8,No,17,Excellent,Very High,0,7,2,Good,2,2,2,2
48.0,No,Travel_Rarely,Sales,2.0,Doctor,Marketing,Medium,Female,High,Officer,Sales Executive,Very High,Married,4051,19658,2,No,14,Excellent,Low,1,14,2,Better,9,7,6,7
43.0,No,Travel_Frequently,Research & Development,21.0,Bachelor,Medical,Very High,Male,High,Staff,Laboratory Technician,Very High,Married,2258,15238,7,No,20,Outstanding,Low,1,8,1,Better,3,2,1,2
37.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Other,High,Male,High,Assistant Manager,Manufacturing Director,High,Single,10221,18869,3,No,21,Outstanding,Medium,0,17,3,Best,8,5,1,6
33.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,High,Male,High,Staff,Research Scientist,Very High,Single,2500,10515,0,No,14,Excellent,Low,0,4,2,Best,3,1,0,2
53.0,No,Travel_Rarely,Sales,2.0,Master,Life Sciences,Low,Female,Medium,Manager,Manager,Very High,Married,15427,22021,2,No,16,Excellent,High,0,31,3,Better,25,8,3,7
46.0,No,Non-Travel,Sales,26.0,College,Life Sciences,Medium,Male,Medium,Officer,Sales Executive,Medium,Single,7991,25166,8,No,15,Excellent,High,0,6,3,Better,2,2,2,2
31.0,No,Travel_Rarely,Human Resources,8.0,College,Medical,Very High,Female,Very High,Staff,Human Resources,Medium,Single,2109,24609,9,No,18,Excellent,Very High,0,8,3,Better,3,2,0,2
38.0,No,Travel_Rarely,Research & Development,15.0,College,Life Sciences,High,Male,Medium,Assistant Manager,Research Director,Very High,Divorced,11510,15682,0,Yes,14,Excellent,Medium,1,12,3,Better,11,10,2,9
55.0,No,Travel_Rarely,Research & Development,1.0,Master,Medical,Medium,Male,Very High,Manager,Research Director,Very High,Divorced,14732,12414,2,No,13,Excellent,Very High,2,31,4,Best,7,7,0,0
60.0,No,Travel_Rarely,Sales,7.0,Master,Marketing,Medium,Male,Very High,Officer,Sales Executive,Very High,Divorced,5220,10893,0,Yes,18,Excellent,Medium,1,12,3,Better,11,7,1,9
58.0,Yes,Travel_Rarely,Research & Development,2.0,Master,Life Sciences,Very High,Male,High,Senior Manager,Research Director,Medium,Single,19246,25761,7,Yes,12,Excellent,Very High,0,40,2,Better,31,15,13,8
38.0,No,Travel_Frequently,Research & Development,29.0,Doctor,Life Sciences,Very High,Female,High,Officer,Laboratory Technician,Very High,Single,2406,5456,1,No,11,Excellent,Very High,0,10,2,Better,10,3,9,9
46.0,No,Travel_Rarely,Sales,2.0,Bachelor,Life Sciences,High,Male,High,Assistant Manager,Sales Executive,Very High,Divorced,10368,5596,4,Yes,12,Excellent,Medium,1,13,5,Good,10,6,0,3
37.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,Very High,Male,High,Staff,Research Scientist,Very High,Married,2070,2613,1,No,23,Outstanding,Very High,1,5,3,Good,5,2,0,4
56.0,Yes,Travel_Rarely,Research & Development,7.0,College,Technical Degree,Very High,Male,High,Staff,Laboratory Technician,High,Married,2339,3666,8,No,11,Excellent,Very High,1,14,4,Bad,10,9,9,8
33.0,No,Travel_Frequently,Sales,25.0,Bachelor,Medical,Medium,Female,High,Officer,Sales Executive,High,Married,4539,4905,1,No,12,Excellent,Low,1,10,3,Good,10,7,0,1
40.0,No,Non-Travel,Research & Development,8.0,College,Life Sciences,Very High,Male,High,Officer,Healthcare Representative,Very High,Divorced,4069,8841,3,Yes,18,Excellent,High,0,8,2,Better,2,2,2,2
27.0,Yes,Travel_Frequently,Human Resources,22.0,Bachelor,Human Resources,Low,Female,Medium,Staff,Human Resources,Medium,Married,2863,19555,1,No,12,Excellent,Low,0,1,2,Better,1,0,0,0
37.0,No,Travel_Frequently,Research & Development,1.0,Bachelor,Life Sciences,High,Female,High,Officer,Manufacturing Director,Medium,Divorced,6397,26767,1,No,20,Outstanding,Low,1,6,6,Bad,6,5,1,4
37.0,No,Non-Travel,Research & Development,2.0,College,Medical,Medium,Male,High,Officer,Manufacturing Director,Very High,Divorced,5762,24442,2,No,14,Excellent,High,1,15,6,Better,7,7,1,7
33.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,Medium,Female,Medium,Officer,Healthcare Representative,Very High,Single,6949,12291,0,No,14,Excellent,Low,0,6,3,Better,5,0,1,4
40.0,Yes,Travel_Rarely,Sales,22.0,College,Marketing,High,Male,Medium,Officer,Sales Executive,High,Married,6380,6110,2,Yes,12,Excellent,Low,2,8,6,Better,6,4,1,0
34.0,Yes,Non-Travel,Research & Development,16.0,Master,Technical Degree,Very High,Male,Low,Staff,Research Scientist,Low,Married,2307,14460,1,Yes,23,Outstanding,Medium,1,5,2,Better,5,2,3,0
50.0,Yes,Travel_Rarely,Sales,8.0,College,Marketing,Low,Male,Medium,Staff,Sales Representative,High,Married,2683,3810,1,Yes,14,Excellent,High,0,3,2,Better,3,2,0,2
48.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Life Sciences,Low,Male,Medium,Officer,Healthcare Representative,High,Single,4240,13119,2,No,13,Excellent,Very High,0,19,0,Better,2,2,2,2
54.0,No,Travel_Rarely,Research & Development,7.0,Master,Medical,Very High,Female,High,Officer,Research Scientist,Very High,Married,6854,15696,4,No,15,Excellent,Medium,1,14,2,Good,7,1,1,7
20.0,Yes,Travel_Rarely,Sales,2.0,Bachelor,Medical,High,Female,Medium,Staff,Sales Representative,High,Single,2044,22052,1,No,13,Excellent,Very High,0,2,3,Good,2,2,0,2
43.0,No,Non-Travel,Research & Development,9.0,Bachelor,Life Sciences,Low,Male,High,Staff,Research Scientist,High,Single,2438,24978,4,No,13,Excellent,High,0,7,2,Good,3,2,1,2
29.0,No,Travel_Rarely,Research & Development,29.0,Below College,Life Sciences,Very High,Male,Low,Officer,Healthcare Representative,High,Divorced,6384,21143,8,No,17,Excellent,Very High,2,11,3,Better,7,0,1,6
34.0,No,Non-Travel,Research & Development,26.0,Below College,Technical Degree,Low,Female,Medium,Staff,Research Scientist,High,Divorced,2029,15891,1,No,20,Outstanding,High,3,5,2,Better,5,4,0,0
42.0,Yes,Travel_Frequently,Research & Development,19.0,Bachelor,Medical,High,Male,Very High,Staff,Research Scientist,High,Divorced,2759,20366,6,Yes,12,Excellent,Very High,0,7,2,Better,2,2,2,2
27.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Medical,Medium,Female,Very High,Staff,Research Scientist,High,Married,3517,22490,7,No,17,Excellent,Low,0,5,0,Better,3,2,0,2
19.0,Yes,Travel_Rarely,Sales,21.0,Bachelor,Other,Very High,Male,Medium,Staff,Sales Representative,Medium,Single,2121,9947,1,Yes,13,Excellent,Medium,0,1,3,Best,1,0,0,0
39.0,No,Travel_Rarely,Research & Development,1.0,Below College,Life Sciences,Very High,Female,Medium,Manager,Manufacturing Director,Very High,Married,12742,7060,1,No,16,Excellent,High,1,21,3,Better,21,6,11,8
27.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,Very High,Female,High,Staff,Research Scientist,Medium,Single,2279,11781,1,No,16,Excellent,Very High,0,7,2,Good,7,7,0,3
59.0,No,Travel_Rarely,Research & Development,18.0,Master,Medical,Very High,Male,High,Assistant Manager,Manufacturing Director,Very High,Single,10512,20002,6,No,12,Excellent,Very High,0,25,6,Good,9,7,5,4
31.0,No,Travel_Rarely,Sales,7.0,Bachelor,Life Sciences,High,Male,Medium,Assistant Manager,Manager,Very High,Divorced,11557,25291,9,No,21,Outstanding,High,1,10,3,Good,5,4,0,1
37.0,No,Travel_Rarely,Research & Development,19.0,Master,Medical,Very High,Male,Medium,Staff,Laboratory Technician,Low,Married,3196,12449,1,No,12,Excellent,High,3,6,2,Better,6,5,3,3
34.0,No,Non-Travel,Sales,4.0,Master,Marketing,High,Female,High,Officer,Sales Executive,High,Married,6538,12740,9,No,15,Excellent,Low,1,6,3,Better,3,2,1,2
31.0,No,Travel_Rarely,Sales,7.0,Master,Life Sciences,Medium,Male,Medium,Staff,Sales Representative,High,Married,2329,11737,3,No,15,Excellent,Medium,0,13,2,Best,7,7,5,2
53.0,No,Travel_Frequently,Sales,2.0,Bachelor,Marketing,High,Female,Medium,Assistant Manager,Sales Executive,Medium,Married,7525,23537,2,No,12,Excellent,Low,1,30,2,Better,15,7,6,12
41.0,No,Travel_Rarely,Research & Development,28.0,Master,Life Sciences,Low,Female,Medium,Manager,Manufacturing Director,Medium,Married,13570,5640,0,No,23,Outstanding,High,1,21,3,Better,20,7,0,10
54.0,No,Travel_Rarely,Research & Development,17.0,Bachelor,Technical Degree,High,Female,High,Assistant Manager,Manufacturing Director,High,Married,10739,13943,8,No,11,Excellent,High,1,22,2,Better,10,7,0,8
30.0,No,Non-Travel,Research & Development,8.0,Bachelor,Life Sciences,High,Male,High,Staff,Laboratory Technician,Very High,Married,2097,16734,4,No,15,Excellent,High,1,9,3,Bad,5,3,1,4
49.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Other,Medium,Male,Medium,Assistant Manager,Healthcare Representative,High,Single,10965,12066,8,No,24,Outstanding,High,0,26,2,Better,5,2,0,0
46.0,No,Travel_Rarely,Research & Development,18.0,Bachelor,Medical,High,Female,High,Officer,Manufacturing Director,High,Divorced,4810,26314,2,No,14,Excellent,High,1,19,5,Good,10,7,0,8
36.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Life Sciences,Medium,Female,Very High,Staff,Laboratory Technician,Very High,Married,3038,22002,3,No,12,Excellent,Medium,0,5,3,Better,1,0,0,0
32.0,Yes,Travel_Frequently,Research & Development,8.0,College,Life Sciences,Low,Female,Very High,Staff,Research Scientist,High,Single,2432,15318,3,Yes,14,Excellent,Low,0,8,2,Better,4,1,0,3
27.0,No,Travel_Rarely,Research & Development,19.0,Bachelor,Other,Very High,Male,Medium,Staff,Laboratory Technician,Low,Divorced,4066,16290,1,No,11,Excellent,Low,2,7,3,Better,7,7,0,7
32.0,No,Travel_Rarely,Research & Development,9.0,Master,Life Sciences,Low,Female,High,Officer,Research Scientist,Very High,Married,6322,18089,1,Yes,12,Excellent,Very High,1,6,2,Good,6,4,0,5
29.0,No,Travel_Rarely,Research & Development,8.0,Below College,Medical,Medium,Male,Medium,Officer,Manufacturing Director,Very High,Married,5056,17689,1,Yes,15,Excellent,High,1,10,2,Good,10,7,1,2
37.0,No,Travel_Rarely,Research & Development,21.0,Bachelor,Life Sciences,Medium,Male,Very High,Staff,Research Scientist,Low,Married,3564,22977,1,Yes,12,Excellent,Low,1,8,3,Good,8,7,1,7
37.0,No,Travel_Rarely,Research & Development,7.0,College,Life Sciences,High,Male,Medium,Staff,Laboratory Technician,Very High,Married,2690,7713,1,No,18,Excellent,Very High,1,1,5,Good,1,0,0,1
51.0,No,Travel_Rarely,Sales,26.0,Master,Marketing,Low,Female,High,Manager,Manager,High,Married,16307,5594,2,No,14,Excellent,High,1,29,2,Good,20,6,4,17
34.0,No,Travel_Rarely,Research & Development,6.0,Master,Life Sciences,High,Female,Medium,Officer,Research Scientist,Medium,Divorced,4505,15000,6,No,15,Excellent,High,1,12,3,Better,1,0,0,0
40.0,No,Travel_Rarely,Sales,2.0,Master,Life Sciences,High,Female,High,Senior Manager,Manager,High,Married,18041,13022,0,No,14,Excellent,Very High,0,21,2,Better,20,15,1,12
38.0,No,Travel_Frequently,Human Resources,1.0,Master,Other,Very High,Male,High,Staff,Human Resources,Medium,Married,2991,5224,0,Yes,11,Excellent,Medium,1,7,2,Better,6,2,1,2
48.0,No,Travel_Rarely,Research & Development,4.0,Bachelor,Life Sciences,Very High,Male,High,Assistant Manager,Manufacturing Director,Very High,Single,7898,18706,1,No,11,Excellent,High,0,11,2,Better,10,9,0,8
42.0,No,Travel_Rarely,Research & Development,29.0,Bachelor,Life Sciences,Medium,Male,High,Officer,Manufacturing Director,Medium,Married,4434,11806,1,No,13,Excellent,Very High,1,10,3,Good,9,8,7,8
31.0,No,Non-Travel,Research & Development,10.0,Bachelor,Medical,High,Female,High,Assistant Manager,Research Director,High,Married,11031,26862,4,No,20,Outstanding,High,1,13,2,Best,11,7,4,8
46.0,Yes,Travel_Rarely,Sales,9.0,College,Medical,High,Male,Medium,Assistant Manager,Sales Executive,Very High,Single,9619,13596,1,No,16,Excellent,Very High,0,9,3,Better,9,8,4,7
37.0,No,Travel_Frequently,Research & Development,4.0,Master,Other,Very High,Male,Medium,Staff,Laboratory Technician,Very High,Married,2376,26537,1,No,13,Excellent,Medium,1,2,2,Best,2,2,2,2
29.0,Yes,Travel_Frequently,Sales,24.0,Bachelor,Technical Degree,High,Male,Very High,Staff,Sales Representative,Low,Single,1091,10642,1,No,17,Excellent,Very High,0,1,3,Better,1,0,0,0
42.0,No,Non-Travel,Research & Development,23.0,College,Life Sciences,Very High,Male,Medium,Officer,Research Scientist,High,Single,4332,14811,1,No,12,Excellent,Very High,0,20,2,Better,20,9,3,7
39.0,No,Travel_Frequently,Research & Development,22.0,Bachelor,Medical,Very High,Female,High,Assistant Manager,Manufacturing Director,Low,Single,10880,5083,1,Yes,13,Excellent,High,0,21,2,Better,21,6,2,8
22.0,No,Travel_Rarely,Research & Development,6.0,Below College,Medical,Low,Male,High,Staff,Research Scientist,High,Married,2773,12145,0,No,20,Outstanding,Very High,0,3,3,Better,2,2,2,2
29.0,No,Travel_Rarely,Research & Development,15.0,College,Life Sciences,Very High,Female,Medium,Officer,Laboratory Technician,High,Single,4193,12682,0,Yes,12,Excellent,Very High,0,10,3,Better,9,5,0,8
43.0,No,Travel_Rarely,Research & Development,8.0,Master,Other,High,Female,High,Officer,Healthcare Representative,High,Divorced,4522,2227,4,Yes,14,Excellent,Very High,0,8,3,Better,5,2,0,2
37.0,No,Travel_Frequently,Research & Development,11.0,College,Medical,Low,Male,High,Officer,Healthcare Representative,Low,Married,4741,22722,1,Yes,13,Excellent,High,1,5,3,Better,5,3,3,3
31.0,No,Travel_Rarely,Research & Development,12.0,Bachelor,Medical,Very High,Female,High,Officer,Healthcare Representative,Very High,Married,5855,17369,0,Yes,11,Excellent,High,2,10,2,Bad,9,7,8,5
32.0,Yes,Travel_Rarely,Research & Development,2.0,Master,Life Sciences,Very High,Male,High,Staff,Laboratory Technician,Medium,Single,1393,24852,1,No,12,Excellent,Low,0,1,2,Better,1,0,0,0
38.0,No,Travel_Rarely,Research & Development,9.0,College,Life Sciences,Medium,Male,High,Staff,Research Scientist,Very High,Divorced,4771,14293,2,No,19,Excellent,Very High,2,10,0,Best,5,2,0,3
20.0,Yes,Travel_Rarely,Research & Development,4.0,Bachelor,Technical Degree,Low,Male,High,Staff,Laboratory Technician,Low,Single,2973,13008,1,No,19,Excellent,Medium,0,1,2,Better,1,0,0,0
56.0,No,Travel_Rarely,Research & Development,4.0,Master,Technical Degree,Very High,Female,High,Senior Manager,Manager,Low,Divorced,19943,18575,4,No,13,Excellent,Very High,1,28,2,Better,5,2,4,2
34.0,No,Travel_Frequently,Sales,2.0,Master,Marketing,High,Female,High,Staff,Sales Representative,High,Married,2231,11314,6,No,18,Excellent,Very High,1,6,3,Better,4,3,1,2
31.0,No,Travel_Rarely,Research & Development,11.0,College,Medical,High,Male,High,Officer,Healthcare Representative,Low,Married,6833,17089,1,Yes,12,Excellent,Very High,0,6,2,Good,6,5,0,1
48.0,No,Travel_Frequently,Research & Development,4.0,Doctor,Medical,High,Male,Medium,Manager,Manager,Very High,Married,15202,5602,2,No,25,Outstanding,Medium,1,23,3,Better,2,2,2,2
40.0,No,Travel_Rarely,Research & Development,2.0,College,Medical,Low,Male,High,Senior Manager,Research Director,High,Divorced,19436,5949,0,No,19,Excellent,Very High,1,22,5,Better,21,7,3,9
40.0,No,Travel_Rarely,Sales,1.0,College,Medical,Medium,Male,Low,Officer,Sales Executive,Very High,Married,7457,13273,2,Yes,22,Outstanding,High,3,6,2,Good,4,3,0,2
37.0,No,Travel_Rarely,Sales,18.0,Master,Medical,Medium,Male,High,Officer,Sales Executive,Low,Married,5561,15975,0,No,16,Excellent,Very High,1,6,2,Bad,5,3,0,4
34.0,Yes,Travel_Rarely,Human Resources,9.0,Master,Technical Degree,Low,Female,High,Staff,Human Resources,High,Married,2742,3072,1,No,15,Excellent,Very High,0,2,0,Better,2,2,2,2
37.0,No,Non-Travel,Research & Development,8.0,Bachelor,Life Sciences,High,Male,Medium,Staff,Laboratory Technician,High,Married,1281,16900,1,No,18,Excellent,High,2,1,3,Better,1,0,0,0
34.0,No,Travel_Frequently,Research & Development,1.0,Master,Other,Very High,Male,High,Staff,Research Scientist,Low,Divorced,2996,20284,5,No,14,Excellent,High,2,10,2,Better,4,3,1,3
40.0,No,Travel_Rarely,Sales,26.0,Bachelor,Marketing,High,Male,High,Officer,Sales Executive,Low,Married,8396,22217,1,No,14,Excellent,Medium,1,8,3,Good,7,7,7,5
34.0,Yes,Travel_Frequently,Research & Development,9.0,Master,Life Sciences,Very High,Male,High,Officer,Laboratory Technician,Low,Married,5346,6208,4,No,17,Excellent,High,1,11,3,Good,7,1,0,7
36.0,Yes,Travel_Rarely,Research & Development,15.0,Bachelor,Other,Low,Male,High,Officer,Laboratory Technician,High,Divorced,4834,7858,7,No,14,Excellent,Medium,1,9,3,Good,1,0,0,0
46.0,No,Travel_Rarely,Sales,8.0,Bachelor,Life Sciences,High,Female,High,Manager,Manager,Medium,Married,16606,11380,8,No,12,Excellent,Very High,1,23,2,Best,13,12,5,1
27.0,No,Travel_Frequently,Sales,8.0,Below College,Medical,Very High,Female,Very High,Officer,Sales Executive,Very High,Divorced,4647,16673,1,Yes,20,Outstanding,Medium,2,6,3,Better,6,5,0,4
34.0,No,Travel_Rarely,Research & Development,7.0,Master,Life Sciences,Low,Female,High,Assistant Manager,Research Director,Medium,Single,11994,21293,0,No,11,Excellent,High,0,13,4,Better,12,6,2,11
42.0,No,Travel_Rarely,Research & Development,2.0,Master,Other,Low,Male,Medium,Officer,Healthcare Representative,Very High,Single,6781,17078,3,No,23,Outstanding,Medium,0,14,6,Better,1,0,0,0
30.0,Yes,Travel_Frequently,Human Resources,8.0,Bachelor,Human Resources,High,Female,Medium,Staff,Human Resources,Very High,Divorced,2180,9732,6,No,11,Excellent,High,1,6,0,Good,4,2,1,2
37.0,No,Travel_Rarely,Research & Development,8.0,College,Medical,Very High,Male,High,Officer,Manufacturing Director,Very High,Divorced,6347,23177,7,No,16,Excellent,High,2,8,2,Good,6,2,0,4
54.0,No,Travel_Rarely,Research & Development,8.0,Master,Life Sciences,High,Female,High,Officer,Laboratory Technician,High,Single,3780,23428,7,No,11,Excellent,High,0,19,3,Better,1,0,0,0
49.0,No,Travel_Rarely,Research & Development,18.0,Master,Life Sciences,Very High,Male,Medium,Senior Manager,Research Director,High,Divorced,19502,2125,1,Yes,17,Excellent,High,1,31,5,Better,31,9,0,9
29.0,Yes,Travel_Rarely,Research & Development,1.0,Bachelor,Technical Degree,High,Male,High,Staff,Research Scientist,High,Single,2058,19757,0,No,14,Excellent,Very High,0,7,1,Good,6,2,1,5
37.0,Yes,Travel_Frequently,Sales,24.0,Below College,Life Sciences,High,Male,Low,Staff,Sales Representative,Very High,Single,1118,8040,1,Yes,14,Excellent,Very High,0,1,4,Better,1,0,1,0
38.0,No,Travel_Frequently,Research & Development,8.0,Bachelor,Medical,Very High,Female,Medium,Officer,Research Scientist,Medium,Divorced,2133,18115,1,Yes,16,Excellent,High,1,20,3,Better,20,11,0,7
36.0,No,Travel_Rarely,Sales,8.0,Master,Marketing,Low,Female,High,Officer,Sales Executive,Medium,Single,9278,20763,3,Yes,16,Excellent,Very High,0,15,3,Better,5,4,0,1
39.0,No,Travel_Rarely,Research & Development,24.0,Below College,Life Sciences,Low,Male,High,Officer,Research Scientist,Very High,Single,4108,5340,7,No,13,Excellent,Low,0,18,2,Better,7,7,1,7
46.0,No,Travel_Frequently,Research & Development,1.0,Bachelor,Medical,High,Male,Medium,Assistant Manager,Healthcare Representative,Low,Married,10673,3142,2,Yes,13,Excellent,High,1,21,5,Good,10,9,9,5
54.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,Very High,Female,High,Manager,Research Director,Very High,Single,17328,5652,6,No,19,Excellent,Very High,0,29,3,Good,20,7,12,7
45.0,No,Non-Travel,Research & Development,4.0,College,Life Sciences,High,Male,High,Officer,Laboratory Technician,Medium,Married,4447,23163,1,No,12,Excellent,Medium,0,9,5,Good,9,7,0,8
27.0,No,Travel_Rarely,Sales,10.0,Bachelor,Marketing,Very High,Female,Medium,Officer,Sales Executive,Very High,Married,5769,7100,1,Yes,11,Excellent,Very High,0,6,3,Better,6,2,4,4
45.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Life Sciences,Medium,Male,High,Officer,Laboratory Technician,Medium,Divorced,2348,10901,8,No,18,Excellent,High,1,20,2,Bad,17,9,0,15
31.0,No,Travel_Rarely,Sales,29.0,Master,Marketing,Low,Female,Medium,Officer,Sales Executive,Very High,Married,5468,13402,1,No,14,Excellent,Low,2,13,3,Better,12,7,5,7
27.0,No,Travel_Rarely,Research & Development,4.0,Bachelor,Life Sciences,Medium,Male,Very High,Officer,Manufacturing Director,Medium,Married,6142,5174,1,Yes,20,Outstanding,Medium,1,6,0,Better,6,2,0,3
44.0,Yes,Travel_Rarely,Human Resources,1.0,College,Medical,Medium,Male,Medium,Assistant Manager,Human Resources,Low,Married,10482,2326,9,No,14,Excellent,Very High,1,24,1,Better,20,6,3,6
37.0,No,Travel_Rarely,Sales,8.0,Master,Life Sciences,Low,Female,High,Staff,Sales Representative,Very High,Married,2572,20317,1,No,16,Excellent,Medium,1,3,1,Good,3,2,0,2
38.0,No,Non-Travel,Sales,10.0,Bachelor,Technical Degree,High,Female,High,Officer,Sales Executive,Very High,Single,5666,19899,1,Yes,13,Excellent,Medium,0,6,1,Better,5,3,1,3
30.0,No,Travel_Rarely,Research & Development,16.0,Below College,Life Sciences,Medium,Male,High,Staff,Research Scientist,Very High,Married,2862,3811,1,No,12,Excellent,Medium,1,10,2,Good,10,0,0,8
20.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,Very High,Female,Medium,Staff,Research Scientist,Medium,Single,2836,11757,1,No,13,Excellent,Very High,0,1,0,Best,1,0,0,0
38.0,No,Travel_Rarely,Research & Development,2.0,Doctor,Medical,Very High,Male,High,Staff,Research Scientist,High,Married,3057,20471,6,Yes,13,Excellent,Medium,1,6,0,Bad,1,0,0,1
50.0,Yes,Travel_Frequently,Sales,1.0,Master,Other,Very High,Male,High,Officer,Sales Executive,High,Single,4728,17251,3,Yes,14,Excellent,Very High,0,5,4,Better,0,0,0,0
27.0,No,Travel_Rarely,Research & Development,8.0,Master,Medical,Low,Male,Medium,Staff,Research Scientist,Very High,Single,2045,15174,0,No,13,Excellent,Very High,0,5,0,Better,4,2,1,1
36.0,No,Travel_Rarely,Human Resources,8.0,Bachelor,Life Sciences,Low,Male,Medium,Staff,Human Resources,Low,Married,2342,8635,0,No,21,Outstanding,High,0,6,3,Better,5,4,0,3
42.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Medical,High,Male,Medium,Staff,Laboratory Technician,Medium,Married,4841,24052,4,No,14,Excellent,Medium,1,4,3,Better,1,0,0,0
58.0,No,Travel_Frequently,Research & Development,15.0,Master,Life Sciences,Low,Male,High,Manager,Research Director,High,Married,15787,21624,2,Yes,14,Excellent,Medium,0,23,3,Better,2,2,2,2
33.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Life Sciences,Very High,Male,Medium,Assistant Manager,Healthcare Representative,Very High,Divorced,7119,21214,4,No,15,Excellent,High,1,9,2,Better,3,2,1,2
34.0,No,Travel_Rarely,Research & Development,8.0,Bachelor,Medical,High,Female,Medium,Assistant Manager,Manager,Low,Single,11631,5615,2,No,12,Excellent,Very High,0,14,6,Better,11,10,5,8
37.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Other,Medium,Male,High,Staff,Laboratory Technician,Very High,Divorced,3917,9541,1,No,20,Outstanding,Low,1,3,4,Good,3,2,1,2
37.0,No,Travel_Rarely,Research & Development,16.0,Bachelor,Life Sciences,Very High,Female,Medium,Assistant Manager,Healthcare Representative,Medium,Single,8606,21195,1,No,19,Excellent,Very High,0,11,3,Bad,11,8,3,3
41.0,No,Travel_Rarely,Research & Development,12.0,Master,Life Sciences,Medium,Male,High,Staff,Laboratory Technician,Very High,Married,4766,9051,3,Yes,11,Excellent,Low,1,6,4,Better,1,0,0,0
